Text,Tokenized,Cleaned_Tokens,Sentiment
champ delia give best god,"['champ', 'delia', 'give', 'best', 'god']","['champ', 'delia', 'give', 'best', 'god']",3
god bless girl fighter women fighters people struggles fighters strong god help get lots love greece send big hug,"['god', 'bless', 'girl', 'fighter', 'women', 'fighters', 'people', 'struggles', 'fighters', 'strong', 'god', 'help', 'get', 'lots', 'love', 'greece', 'send', 'big', 'hug']","['god', 'bless', 'girl', 'fighter', 'woman', 'fighter', 'people', 'struggle', 'fighter', 'strong', 'god', 'help', 'get', 'lot', 'love', 'greece', 'send', 'big', 'hug']",2
god bless girl,"['god', 'bless', 'girl']","['god', 'bless', 'girl']",1
came news feed though would give watch since sitting husband treating vasculitis chemo drugs others infusion room also smoldering myeloma last week think also ready treat waiting hear oncologist neurologist 3 treatments thus far,"['came', 'news', 'feed', 'though', 'would', 'give', 'watch', 'since', 'sitting', 'husband', 'treating', 'vasculitis', 'chemo', 'drugs', 'others', 'infusion', 'room', 'also', 'smoldering', 'myeloma', 'last', 'week', 'think', 'also', 'ready', 'treat', 'waiting', 'hear', 'oncologist', 'neurologist', 'treatments', 'thus', 'far']","['came', 'news', 'feed', 'though', 'would', 'give', 'watch', 'since', 'sitting', 'husband', 'treating', 'vasculitis', 'chemo', 'drug', 'others', 'infusion', 'room', 'also', 'smoldering', 'myeloma', 'last', 'week', 'think', 'also', 'ready', 'treat', 'waiting', 'hear', 'oncologist', 'neurologist', 'treatment', 'thus', 'far']",2
got girlie happy hubby,"['got', 'girlie', 'happy', 'hubby']","['got', 'girlie', 'happy', 'hubby']",3
god sorry pray god husband come stronger dreams come true,"['god', 'sorry', 'pray', 'god', 'husband', 'come', 'stronger', 'dreams', 'come', 'true']","['god', 'sorry', 'pray', 'god', 'husband', 'come', 'stronger', 'dream', 'come', 'true']",1
strength delia shows incredible,"['strength', 'delia', 'shows', 'incredible']","['strength', 'delia', 'show', 'incredible']",3
get hands rick simpson oil miracles tube also testimonials people taken got better shows make research videos prayers family,"['get', 'hands', 'rick', 'simpson', 'oil', 'miracles', 'tube', 'also', 'testimonials', 'people', 'taken', 'got', 'better', 'shows', 'make', 'research', 'videos', 'prayers', 'family']","['get', 'hand', 'rick', 'simpson', 'oil', 'miracle', 'tube', 'also', 'testimonial', 'people', 'taken', 'got', 'better', 'show', 'make', 'research', 'video', 'prayer', 'family']",2
hi new god bless cancer leave amazing strong beautiful heart warming woman alon,"['hi', 'new', 'god', 'bless', 'cancer', 'leave', 'amazing', 'strong', 'beautiful', 'heart', 'warming', 'woman', 'alon']","['new', 'god', 'bless', 'cancer', 'leave', 'amazing', 'strong', 'beautiful', 'heart', 'warming', 'woman', 'alon']",2
praying guys get though time life,"['praying', 'guys', 'get', 'though', 'time', 'life']","['praying', 'guy', 'get', 'though', 'time', 'life']",1
delia stay strong got control similar chemo treatments ovarian cancer 11 years god good pray full never look back recovery,"['delia', 'stay', 'strong', 'got', 'control', 'similar', 'chemo', 'treatments', 'ovarian', 'cancer', '11', 'years', 'god', 'good', 'pray', 'full', 'never', 'look', 'back', 'recovery']","['delia', 'stay', 'strong', 'got', 'control', 'similar', 'chemo', 'treatment', 'ovarian', 'cancer', 'year', 'god', 'good', 'pray', 'full', 'never', 'look', 'back', 'recovery']",2
went bulk cancer treatment 2019 stage 4 breast still go cancer center monthly breaks heart see people go alone chemo used someone infusions amazing going glad allowed take husband time hope stays way,"['went', 'bulk', 'cancer', 'treatment', '2019', 'stage', 'breast', 'still', 'go', 'cancer', 'center', 'monthly', 'breaks', 'heart', 'see', 'people', 'go', 'alone', 'chemo', 'used', 'someone', 'infusions', 'amazing', 'going', 'glad', 'allowed', 'take', 'husband', 'time', 'hope', 'stays', 'way']","['went', 'bulk', 'cancer', 'treatment', '2019', 'stage', 'breast', 'still', 'cancer', 'center', 'monthly', 'break', 'heart', 'see', 'people', 'alone', 'chemo', 'used', 'someone', 'infusion', 'amazing', 'going', 'glad', 'allowed', 'take', 'husband', 'time', 'hope', 'stay', 'way']",2
sending love prayers healthy recovery,"['sending', 'love', 'prayers', 'healthy', 'recovery']","['sending', 'love', 'prayer', 'healthy', 'recovery']",2
god bless,"['god', 'bless']","['god', 'bless']",1
praying,['praying'],['praying'],1
cancer never take beauty away inside got sweetie,"['cancer', 'never', 'take', 'beauty', 'away', 'inside', 'got', 'sweetie']","['cancer', 'never', 'take', 'beauty', 'away', 'inside', 'got', 'sweetie']",1
brother beat cancer 21 years old strong gorgeous young lady inside lovebug,"['brother', 'beat', 'cancer', '21', 'years', 'old', 'strong', 'gorgeous', 'young', 'lady', 'inside', 'lovebug']","['brother', 'beat', 'cancer', 'year', 'old', 'strong', 'gorgeous', 'young', 'lady', 'inside', 'lovebug']",2
cried cried watching video reading comments knowing lot people go man women kids make sad pray delia pray reading pray family kids parents kids family everyone going,"['cried', 'cried', 'watching', 'video', 'reading', 'comments', 'knowing', 'lot', 'people', 'go', 'man', 'women', 'kids', 'make', 'sad', 'pray', 'delia', 'pray', 'reading', 'pray', 'family', 'kids', 'parents', 'kids', 'family', 'everyone', 'going']","['cried', 'cried', 'watching', 'video', 'reading', 'comment', 'knowing', 'lot', 'people', 'man', 'woman', 'kid', 'make', 'sad', 'pray', 'delia', 'pray', 'reading', 'pray', 'family', 'kid', 'parent', 'kid', 'family', 'everyone', 'going']",0
late girl need better mask especially going thru cancer chemo also need wear even rooms waiting room,"['late', 'girl', 'need', 'better', 'mask', 'especially', 'going', 'thru', 'cancer', 'chemo', 'also', 'need', 'wear', 'even', 'rooms', 'waiting', 'room']","['late', 'girl', 'need', 'better', 'mask', 'especially', 'going', 'thru', 'cancer', 'chemo', 'also', 'need', 'wear', 'even', 'room', 'waiting', 'room']",1
truly praying health much prayers sending way may god give abundant health god bless abundant blessings tidings amen sending postive energy vibes god heals diseases god gift full health amen strong much love scotland uk,"['truly', 'praying', 'health', 'much', 'prayers', 'sending', 'way', 'may', 'god', 'give', 'abundant', 'health', 'god', 'bless', 'abundant', 'blessings', 'tidings', 'amen', 'sending', 'postive', 'energy', 'vibes', 'god', 'heals', 'diseases', 'god', 'gift', 'full', 'health', 'amen', 'strong', 'much', 'love', 'scotland', 'uk']","['truly', 'praying', 'health', 'much', 'prayer', 'sending', 'way', 'may', 'god', 'give', 'abundant', 'health', 'god', 'bless', 'abundant', 'blessing', 'tidings', 'amen', 'sending', 'postive', 'energy', 'vibe', 'god', 'heals', 'disease', 'god', 'gift', 'full', 'health', 'amen', 'strong', 'much', 'love', 'scotland']",2
prayers positive thoughts,"['prayers', 'positive', 'thoughts']","['prayer', 'positive', 'thought']",2
chemo drugs worst drs forgot give heart protector said something fluids worst bc always cold,"['chemo', 'drugs', 'worst', 'drs', 'forgot', 'give', 'heart', 'protector', 'said', 'something', 'fluids', 'worst', 'bc', 'always', 'cold']","['chemo', 'drug', 'worst', 'drs', 'forgot', 'give', 'heart', 'protector', 'said', 'something', 'fluid', 'worst', 'always', 'cold']",0
god bless always,"['god', 'bless', 'always']","['god', 'bless', 'always']",1
heartbreaking prayers,"['heartbreaking', 'prayers']","['heartbreaking', 'prayer']",1
leomoyascoma medication doxyrubacyn stage 4 3 days 38th birthday gave 1 2 2 years passed last march happy time together always stayed positive faith strong really hope family lot faith love keep praying speedy recovery,"['leomoyascoma', 'medication', 'doxyrubacyn', 'stage', 'days', '38th', 'birthday', 'gave', 'years', 'passed', 'last', 'march', 'happy', 'time', 'together', 'always', 'stayed', 'positive', 'faith', 'strong', 'really', 'hope', 'family', 'lot', 'faith', 'love', 'keep', 'praying', 'speedy', 'recovery']","['leomoyascoma', 'medication', 'doxyrubacyn', 'stage', 'day', '38th', 'birthday', 'gave', 'year', 'passed', 'last', 'march', 'happy', 'time', 'together', 'always', 'stayed', 'positive', 'faith', 'strong', 'really', 'hope', 'family', 'lot', 'faith', 'love', 'keep', 'praying', 'speedy', 'recovery']",2
thank sharing odd way beautiful memorial watch friend gone almost exactly 2 years 21 2 year long journey awful beast remind much thank subscribed going follow life think friend every time watch wait see ring bell,"['thank', 'sharing', 'odd', 'way', 'beautiful', 'memorial', 'watch', 'friend', 'gone', 'almost', 'exactly', 'years', '21', 'year', 'long', 'journey', 'awful', 'beast', 'remind', 'much', 'thank', 'subscribed', 'going', 'follow', 'life', 'think', 'friend', 'every', 'time', 'watch', 'wait', 'see', 'ring', 'bell']","['thank', 'sharing', 'odd', 'way', 'beautiful', 'memorial', 'watch', 'friend', 'gone', 'almost', 'exactly', 'year', 'year', 'long', 'journey', 'awful', 'beast', 'remind', 'much', 'thank', 'subscribed', 'going', 'follow', 'life', 'think', 'friend', 'every', 'time', 'watch', 'wait', 'see', 'ring', 'bell']",1
best person deals difficult situation inspirational xxxxxx,"['best', 'person', 'deals', 'difficult', 'situation', 'inspirational', 'xxxxxx']","['best', 'person', 'deal', 'difficult', 'situation', 'inspirational', 'xxxxxx']",2
youre prayers keep strong beautiful girl youv got,"['youre', 'prayers', 'keep', 'strong', 'beautiful', 'girl', 'youv', 'got']","['youre', 'prayer', 'keep', 'strong', 'beautiful', 'girl', 'youv', 'got']",2
beautiful continue pray,"['beautiful', 'continue', 'pray']","['beautiful', 'continue', 'pray']",3
god give strength,"['god', 'give', 'strength']","['god', 'give', 'strength']",1
came across channel one special person strong pray,"['came', 'across', 'channel', 'one', 'special', 'person', 'strong', 'pray']","['came', 'across', 'channel', 'one', 'special', 'person', 'strong', 'pray']",2
brave,['brave'],['brave'],3
woman everything inspiration many woman,"['woman', 'everything', 'inspiration', 'many', 'woman']","['woman', 'everything', 'inspiration', 'many', 'woman']",2
keep prayers know gonna make wonderful amazing strong lady,"['keep', 'prayers', 'know', 'gonna', 'make', 'wonderful', 'amazing', 'strong', 'lady']","['keep', 'prayer', 'know', 'gonna', 'make', 'wonderful', 'amazing', 'strong', 'lady']",2
believe much gone going got girl pair troupers love prayers light,"['believe', 'much', 'gone', 'going', 'got', 'girl', 'pair', 'troupers', 'love', 'prayers', 'light']","['believe', 'much', 'gone', 'going', 'got', 'girl', 'pair', 'trouper', 'love', 'prayer', 'light']",2
get get better pray,"['get', 'get', 'better', 'pray']","['get', 'get', 'better', 'pray']",2
sweetest voice envision angel voice,"['sweetest', 'voice', 'envision', 'angel', 'voice']","['sweetest', 'voice', 'envision', 'angel', 'voice']",1
words thank generosity sharing journey love,"['words', 'thank', 'generosity', 'sharing', 'journey', 'love']","['word', 'thank', 'generosity', 'sharing', 'journey', 'love']",2
beautiful delia inside true example beauty,"['beautiful', 'delia', 'inside', 'true', 'example', 'beauty']","['beautiful', 'delia', 'inside', 'true', 'example', 'beauty']",2
port drained eat candy chew gum takes flavor away helped,"['port', 'drained', 'eat', 'candy', 'chew', 'gum', 'takes', 'flavor', 'away', 'helped']","['port', 'drained', 'eat', 'candy', 'chew', 'gum', 'take', 'flavor', 'away', 'helped']",1
gute besserung und hoffe hilft dir lg aus germany düsseldorf,"['gute', 'besserung', 'und', 'hoffe', 'hilft', 'dir', 'lg', 'aus', 'germany', 'düsseldorf']","['gute', 'besserung', 'und', 'hoffe', 'hilft', 'dir', 'germany', 'düsseldorf']",1
heart breaking sad got,"['heart', 'breaking', 'sad', 'got']","['heart', 'breaking', 'sad', 'got']",0
breast cancer survivor 2 1 2 years appreciate sharing story daily struggles please know already survivor story inspire help many blessing sending prayers way completely cancer free live wonderful blessed life,"['breast', 'cancer', 'survivor', 'years', 'appreciate', 'sharing', 'story', 'daily', 'struggles', 'please', 'know', 'already', 'survivor', 'story', 'inspire', 'help', 'many', 'blessing', 'sending', 'prayers', 'way', 'completely', 'cancer', 'free', 'live', 'wonderful', 'blessed', 'life']","['breast', 'cancer', 'survivor', 'year', 'appreciate', 'sharing', 'story', 'daily', 'struggle', 'please', 'know', 'already', 'survivor', 'story', 'inspire', 'help', 'many', 'blessing', 'sending', 'prayer', 'way', 'completely', 'cancer', 'free', 'live', 'wonderful', 'blessed', 'life']",2
keep fingers crossed girl red devil used call way doxorubicin also taking killed cancer wish,"['keep', 'fingers', 'crossed', 'girl', 'red', 'devil', 'used', 'call', 'way', 'doxorubicin', 'also', 'taking', 'killed', 'cancer', 'wish']","['keep', 'finger', 'crossed', 'girl', 'red', 'devil', 'used', 'call', 'way', 'doxorubicin', 'also', 'taking', 'killed', 'cancer', 'wish']",0
strong beautiful amazing wonderful go thank much sharing journey us think soooo brave kicking cancers butt proud,"['strong', 'beautiful', 'amazing', 'wonderful', 'go', 'thank', 'much', 'sharing', 'journey', 'us', 'think', 'soooo', 'brave', 'kicking', 'cancers', 'butt', 'proud']","['strong', 'beautiful', 'amazing', 'wonderful', 'thank', 'much', 'sharing', 'journey', 'think', 'soooo', 'brave', 'kicking', 'cancer', 'butt', 'proud']",2
sending prayers way warrior,"['sending', 'prayers', 'way', 'warrior']","['sending', 'prayer', 'way', 'warrior']",1
praying delia,"['praying', 'delia']","['praying', 'delia']",1
doubt beat keep fighting delia winning everyday,"['doubt', 'beat', 'keep', 'fighting', 'delia', 'winning', 'everyday']","['doubt', 'beat', 'keep', 'fighting', 'delia', 'winning', 'everyday']",2
nothing compare joy heart free terrible disease fibroids 2years suffer saw review dromocure youtube cured someone fibroids contact bought herbal medicine lucky cured free fibroids pain help herbal medicine email dromo596 gmail com whatsapp 2349033505260 dr omo also help get rid gallstones endometriosis ovarian cysts herpes pcos low sperm weak erection herpes virus blocked tubes infections infertility bleeding please help share dr omo herbal medicine work fine side effects,"['nothing', 'compare', 'joy', 'heart', 'free', 'terrible', 'disease', 'fibroids', '2years', 'suffer', 'saw', 'review', 'dromocure', 'youtube', 'cured', 'someone', 'fibroids', 'contact', 'bought', 'herbal', 'medicine', 'lucky', 'cured', 'free', 'fibroids', 'pain', 'help', 'herbal', 'medicine', 'email', 'dromo596', 'gmail', 'com', 'whatsapp', '2349033505260', 'dr', 'omo', 'also', 'help', 'get', 'rid', 'gallstones', 'endometriosis', 'ovarian', 'cysts', 'herpes', 'pcos', 'low', 'sperm', 'weak', 'erection', 'herpes', 'virus', 'blocked', 'tubes', 'infections', 'infertility', 'bleeding', 'please', 'help', 'share', 'dr', 'omo', 'herbal', 'medicine', 'work', 'fine', 'side', 'effects']","['nothing', 'compare', 'joy', 'heart', 'free', 'terrible', 'disease', 'fibroid', '2years', 'suffer', 'saw', 'review', 'dromocure', 'youtube', 'cured', 'someone', 'fibroid', 'contact', 'bought', 'herbal', 'medicine', 'lucky', 'cured', 'free', 'fibroid', 'pain', 'help', 'herbal', 'medicine', 'email', 'dromo596', 'gmail', 'com', 'whatsapp', '2349033505260', 'omo', 'also', 'help', 'get', 'rid', 'gallstone', 'endometriosis', 'ovarian', 'cyst', 'herpes', 'pcos', 'low', 'sperm', 'weak', 'erection', 'herpes', 'virus', 'blocked', 'tube', 'infection', 'infertility', 'bleeding', 'please', 'help', 'share', 'omo', 'herbal', 'medicine', 'work', 'fine', 'side', 'effect']",2
love,['love'],['love'],2
get well soon,"['get', 'well', 'soon']","['get', 'well', 'soon']",1
bless everybody battling cancer right wariors really proud lots love,"['bless', 'everybody', 'battling', 'cancer', 'right', 'wariors', 'really', 'proud', 'lots', 'love']","['bless', 'everybody', 'battling', 'cancer', 'right', 'wariors', 'really', 'proud', 'lot', 'love']",2
orange ribbon tied exact tree hope spent 2019 beginning 2020 sincerest thoughts prayers fight nasty disease,"['orange', 'ribbon', 'tied', 'exact', 'tree', 'hope', 'spent', '2019', 'beginning', '2020', 'sincerest', 'thoughts', 'prayers', 'fight', 'nasty', 'disease']","['orange', 'ribbon', 'tied', 'exact', 'tree', 'hope', 'spent', '2019', 'beginning', '2020', 'sincerest', 'thought', 'prayer', 'fight', 'nasty', 'disease']",0
stay strong cancer five years ago still god bless,"['stay', 'strong', 'cancer', 'five', 'years', 'ago', 'still', 'god', 'bless']","['stay', 'strong', 'cancer', 'five', 'year', 'ago', 'still', 'god', 'bless']",2
best delia,"['best', 'delia']","['best', 'delia']",3
god bless delia love strong,"['god', 'bless', 'delia', 'love', 'strong']","['god', 'bless', 'delia', 'love', 'strong']",2
delia amazing strong women stay strong,"['delia', 'amazing', 'strong', 'women', 'stay', 'strong']","['delia', 'amazing', 'strong', 'woman', 'stay', 'strong']",2
od mask partner good,"['od', 'mask', 'partner', 'good']","['mask', 'partner', 'good']",3
masy strony auster także chemoterapii im md anderson best hospital best doctor ners się iż fil key giv big hag take care ewrything okey masy beliw,"['masy', 'strony', 'auster', 'także', 'chemoterapii', 'im', 'md', 'anderson', 'best', 'hospital', 'best', 'doctor', 'ners', 'się', 'iż', 'fil', 'key', 'giv', 'big', 'hag', 'take', 'care', 'ewrything', 'okey', 'masy', 'beliw']","['masy', 'strony', 'auster', 'także', 'chemoterapii', 'anderson', 'best', 'hospital', 'best', 'doctor', 'ners', 'się', 'fil', 'key', 'giv', 'big', 'hag', 'take', 'care', 'ewrything', 'okey', 'masy', 'beliw']",2
god bless 3 praying,"['god', 'bless', 'praying']","['god', 'bless', 'praying']",1
amazing delia brave strong thank sharing,"['amazing', 'delia', 'brave', 'strong', 'thank', 'sharing']","['amazing', 'delia', 'brave', 'strong', 'thank', 'sharing']",2
prayers,['prayers'],['prayer'],1
may god watched knit mother womb become ever real ever still knitting life present season stay attached jesus vine life read speak word loud daily healing power word write scriptures hang index cards around house pray declare receive good meds jesus name list song blessing kari jobe may lord bless keep dylan always sister christ ri,"['may', 'god', 'watched', 'knit', 'mother', 'womb', 'become', 'ever', 'real', 'ever', 'still', 'knitting', 'life', 'present', 'season', 'stay', 'attached', 'jesus', 'vine', 'life', 'read', 'speak', 'word', 'loud', 'daily', 'healing', 'power', 'word', 'write', 'scriptures', 'hang', 'index', 'cards', 'around', 'house', 'pray', 'declare', 'receive', 'good', 'meds', 'jesus', 'name', 'list', 'song', 'blessing', 'kari', 'jobe', 'may', 'lord', 'bless', 'keep', 'dylan', 'always', 'sister', 'christ', 'ri']","['may', 'god', 'watched', 'knit', 'mother', 'womb', 'become', 'ever', 'real', 'ever', 'still', 'knitting', 'life', 'present', 'season', 'stay', 'attached', 'jesus', 'vine', 'life', 'read', 'speak', 'word', 'loud', 'daily', 'healing', 'power', 'word', 'write', 'scripture', 'hang', 'index', 'card', 'around', 'house', 'pray', 'declare', 'receive', 'good', 'med', 'jesus', 'name', 'list', 'song', 'blessing', 'kari', 'jobe', 'may', 'lord', 'bless', 'keep', 'dylan', 'always', 'sister', 'christ']",2
sending prayers beat,"['sending', 'prayers', 'beat']","['sending', 'prayer', 'beat']",1
cancer fun,"['cancer', 'fun']","['cancer', 'fun']",2
light weight sweatshirts tops zippers front make easy access ports chemo treatment,"['light', 'weight', 'sweatshirts', 'tops', 'zippers', 'front', 'make', 'easy', 'access', 'ports', 'chemo', 'treatment']","['light', 'weight', 'sweatshirt', 'top', 'zipper', 'front', 'make', 'easy', 'access', 'port', 'chemo', 'treatment']",2
praying delia trust god,"['praying', 'delia', 'trust', 'god']","['praying', 'delia', 'trust', 'god']",1
preas greece hope best never give,"['preas', 'greece', 'hope', 'best', 'never', 'give']","['preas', 'greece', 'hope', 'best', 'never', 'give']",3
delia watch dylan since started beautiful love story heard breast cancer believe thought found last week step dad bladder cancer made realize god chooses strongest children know cancer know step dad thank strength pray cancer free god bless family sharing story,"['delia', 'watch', 'dylan', 'since', 'started', 'beautiful', 'love', 'story', 'heard', 'breast', 'cancer', 'believe', 'thought', 'found', 'last', 'week', 'step', 'dad', 'bladder', 'cancer', 'made', 'realize', 'god', 'chooses', 'strongest', 'children', 'know', 'cancer', 'know', 'step', 'dad', 'thank', 'strength', 'pray', 'cancer', 'free', 'god', 'bless', 'family', 'sharing', 'story']","['delia', 'watch', 'dylan', 'since', 'started', 'beautiful', 'love', 'story', 'heard', 'breast', 'cancer', 'believe', 'thought', 'found', 'last', 'week', 'step', 'dad', 'bladder', 'cancer', 'made', 'realize', 'god', 'chooses', 'strongest', 'child', 'know', 'cancer', 'know', 'step', 'dad', 'thank', 'strength', 'pray', 'cancer', 'free', 'god', 'bless', 'family', 'sharing', 'story']",2
check transcendental meditation keep lady 3 3 3,"['check', 'transcendental', 'meditation', 'keep', 'lady']","['check', 'transcendental', 'meditation', 'keep', 'lady']",1
sending prayers way cousin diagnosed aug 7th 2021 stage four believe undergone multiple surgeries told cancer free months ago cannot imagine fear pain emotional toll journey like would someone best wishes may heavenly father watch family,"['sending', 'prayers', 'way', 'cousin', 'diagnosed', 'aug', '7th', '2021', 'stage', 'four', 'believe', 'undergone', 'multiple', 'surgeries', 'told', 'cancer', 'free', 'months', 'ago', 'cannot', 'imagine', 'fear', 'pain', 'emotional', 'toll', 'journey', 'like', 'would', 'someone', 'best', 'wishes', 'may', 'heavenly', 'father', 'watch', 'family']","['sending', 'prayer', 'way', 'cousin', 'diagnosed', 'aug', '7th', '2021', 'stage', 'four', 'believe', 'undergone', 'multiple', 'surgery', 'told', 'cancer', 'free', 'month', 'ago', 'cannot', 'imagine', 'fear', 'pain', 'emotional', 'toll', 'journey', 'like', 'would', 'someone', 'best', 'wish', 'may', 'heavenly', 'father', 'watch', 'family']",2
big good luck italy,"['big', 'good', 'luck', 'italy']","['big', 'good', 'luck', 'italy']",2
really feel bad delia amazing go love guys stay strong delia cancer free soon,"['really', 'feel', 'bad', 'delia', 'amazing', 'go', 'love', 'guys', 'stay', 'strong', 'delia', 'cancer', 'free', 'soon']","['really', 'feel', 'bad', 'delia', 'amazing', 'love', 'guy', 'stay', 'strong', 'delia', 'cancer', 'free', 'soon']",2
tree sooooo pretty,"['tree', 'sooooo', 'pretty']","['tree', 'sooooo', 'pretty']",2
love honey thanks much videos helps going,"['love', 'honey', 'thanks', 'much', 'videos', 'helps', 'going']","['love', 'honey', 'thanks', 'much', 'video', 'help', 'going']",2
speechless strength,"['speechless', 'strength']","['speechless', 'strength']",1
mom passed away breast ca 39 13 first cousin pass 31 gav drugs chemo brave great,"['mom', 'passed', 'away', 'breast', 'ca', '39', '13', 'first', 'cousin', 'pass', '31', 'gav', 'drugs', 'chemo', 'brave', 'great']","['mom', 'passed', 'away', 'breast', 'first', 'cousin', 'pas', 'gav', 'drug', 'chemo', 'brave', 'great']",2
amazing strong beautiful sending love prayers,"['amazing', 'strong', 'beautiful', 'sending', 'love', 'prayers']","['amazing', 'strong', 'beautiful', 'sending', 'love', 'prayer']",2
husband aml 28 years ago 3 rounds chemo one drugs idarubicin autologous bone marrow transplant still living dream 28 years later wishing outcome,"['husband', 'aml', '28', 'years', 'ago', 'rounds', 'chemo', 'one', 'drugs', 'idarubicin', 'autologous', 'bone', 'marrow', 'transplant', 'still', 'living', 'dream', '28', 'years', 'later', 'wishing', 'outcome']","['husband', 'aml', 'year', 'ago', 'round', 'chemo', 'one', 'drug', 'idarubicin', 'autologous', 'bone', 'marrow', 'transplant', 'still', 'living', 'dream', 'year', 'later', 'wishing', 'outcome']",0
bless sweet heart delia strong brave sweetheart still keeping lifted prayer love guys indiana,"['bless', 'sweet', 'heart', 'delia', 'strong', 'brave', 'sweetheart', 'still', 'keeping', 'lifted', 'prayer', 'love', 'guys', 'indiana']","['bless', 'sweet', 'heart', 'delia', 'strong', 'brave', 'sweetheart', 'still', 'keeping', 'lifted', 'prayer', 'love', 'guy', 'indiana']",2
would guys able talk cost uk us everything would free nhs know whether insurance covers stuff like,"['would', 'guys', 'able', 'talk', 'cost', 'uk', 'us', 'everything', 'would', 'free', 'nhs', 'know', 'whether', 'insurance', 'covers', 'stuff', 'like']","['would', 'guy', 'able', 'talk', 'cost', 'everything', 'would', 'free', 'know', 'whether', 'insurance', 'cover', 'stuff', 'like']",2
dear special praying stay strong got xoxo,"['dear', 'special', 'praying', 'stay', 'strong', 'got', 'xoxo']","['dear', 'special', 'praying', 'stay', 'strong', 'got', 'xoxo']",2
praying hard delia,"['praying', 'hard', 'delia']","['praying', 'hard', 'delia']",0
sending lots love support xxx strong baby,"['sending', 'lots', 'love', 'support', 'xxx', 'strong', 'baby']","['sending', 'lot', 'love', 'support', 'xxx', 'strong', 'baby']",2
mom take cyclophosphamide couple months,"['mom', 'take', 'couple', 'months']","['mom', 'take', 'couple', 'month']",1
thanks sharing journey easy road informative sure others feel stronger faced diagnoses thanks,"['thanks', 'sharing', 'journey', 'easy', 'road', 'informative', 'sure', 'others', 'feel', 'stronger', 'faced', 'diagnoses', 'thanks']","['thanks', 'sharing', 'journey', 'easy', 'road', 'informative', 'sure', 'others', 'feel', 'stronger', 'faced', 'diagnosis', 'thanks']",2
delia strong even new journey always strong making stronger keep believe love much hun huge inspiration know much great world love,"['delia', 'strong', 'even', 'new', 'journey', 'always', 'strong', 'making', 'stronger', 'keep', 'believe', 'love', 'much', 'hun', 'huge', 'inspiration', 'know', 'much', 'great', 'world', 'love']","['delia', 'strong', 'even', 'new', 'journey', 'always', 'strong', 'making', 'stronger', 'keep', 'believe', 'love', 'much', 'hun', 'huge', 'inspiration', 'know', 'much', 'great', 'world', 'love']",2
delia trooper sweetest person ever meet seen twice costa vida always smile face strong extremely speechless way tackling,"['delia', 'trooper', 'sweetest', 'person', 'ever', 'meet', 'seen', 'twice', 'costa', 'vida', 'always', 'smile', 'face', 'strong', 'extremely', 'speechless', 'way', 'tackling']","['delia', 'trooper', 'sweetest', 'person', 'ever', 'meet', 'seen', 'twice', 'costa', 'vida', 'always', 'smile', 'face', 'strong', 'extremely', 'speechless', 'way', 'tackling']",2
video going help lot people thank delia sharing vulnerable yet empowering moments sending positive vibes guys,"['video', 'going', 'help', 'lot', 'people', 'thank', 'delia', 'sharing', 'vulnerable', 'yet', 'empowering', 'moments', 'sending', 'positive', 'vibes', 'guys']","['video', 'going', 'help', 'lot', 'people', 'thank', 'delia', 'sharing', 'vulnerable', 'yet', 'empowering', 'moment', 'sending', 'positive', 'vibe', 'guy']",0
prayers,['prayers'],['prayer'],1
u sure trooper beautiful deep precious soul much even hubbie many prayers hugs,"['sure', 'trooper', 'beautiful', 'deep', 'precious', 'soul', 'much', 'even', 'hubbie', 'many', 'prayers', 'hugs']","['sure', 'trooper', 'beautiful', 'deep', 'precious', 'soul', 'much', 'even', 'hubbie', 'many', 'prayer', 'hug']",2
delia strong amazing got praying full recovery person debilitating spine condition leaves pain much time fight thru depression watched video gives strength like smile thru life throws way,"['delia', 'strong', 'amazing', 'got', 'praying', 'full', 'recovery', 'person', 'debilitating', 'spine', 'condition', 'leaves', 'pain', 'much', 'time', 'fight', 'thru', 'depression', 'watched', 'video', 'gives', 'strength', 'like', 'smile', 'thru', 'life', 'throws', 'way']","['delia', 'strong', 'amazing', 'got', 'praying', 'full', 'recovery', 'person', 'debilitating', 'spine', 'condition', 'leaf', 'pain', 'much', 'time', 'fight', 'thru', 'depression', 'watched', 'video', 'give', 'strength', 'like', 'smile', 'thru', 'life', 'throw', 'way']",2
happened channel started watching journey breast cancer 19 freshman uvu uvsc 1 still lost breasts received tamoxifen year rockstar hero praying family,"['happened', 'channel', 'started', 'watching', 'journey', 'breast', 'cancer', '19', 'freshman', 'uvu', 'uvsc', 'still', 'lost', 'breasts', 'received', 'tamoxifen', 'year', 'rockstar', 'hero', 'praying', 'family']","['happened', 'channel', 'started', 'watching', 'journey', 'breast', 'cancer', 'freshman', 'uvu', 'uvsc', 'still', 'lost', 'breast', 'received', 'tamoxifen', 'year', 'rockstar', 'hero', 'praying', 'family']",1
