data,tokens
comment: you are a warrior delia keep fighting praying for you,"['comment', 'warrior', 'delia', 'keep', 'fight', 'pray']"
comment: so sorry you have to go thru all of this i had cancer and had to have a hysterectomy and a year later it came back and i had to do radiation but now all is well and i am praying that you end up well too,"['comment', 'sorry', 'go', 'thru', 'cancer', 'hysterectomy', 'year', 'later', 'come', 'back', 'radiation', 'well', 'pray', 'end', 'well']"
comment: my husband has endured this for six years  he has a numbing cream that he puts on his port about  mins before the stick  it helps a lot  he also takes claritin —not the non brand but the real claritin  it helps with body pain  sounds weird but it works  he avoids pain pills as much as possible because they constipate and cause gastric issues  he craves oranges but they aggravate his mouth sores so orange sherbet pushups make him happy   it’s not one day at a time for us it’s one moment at a time,"['comment', 'husband', 'endure', 'six', 'years', 'numb', 'cream', 'put', 'port', 'mins', 'stick', 'help', 'lot', 'also', 'take', 'claritin', 'non', 'brand', 'real', 'claritin', 'help', 'body', 'pain', 'sound', 'weird', 'work', 'avoid', 'pain', 'pills', 'much', 'possible', 'constipate', 'cause', 'gastric', 'issue', 'crave', 'oranges', 'aggravate', 'mouth', 'sores', 'orange', 'sherbet', 'pushups', 'make', 'happy', 'one', 'day', 'time', 'us', 'one', 'moment', 'time']"
comment: keeping you in my prayers and thoughts,"['comment', 'keep', 'prayers', 'thoughts']"
comment: my mama had breast cancer at  not as young as you but i still remember the call i fell to the ground she’s now  years past it and a survivor you are so strong but i’m so sorry you ha e to go through this i’m due for my first mammogram now at  and i am terrified having  small kids cancer sucks thank you for sharing your journey you are such a strong women,"['comment', 'mama', 'breast', 'cancer', 'young', 'still', 'remember', 'call', 'fell', 'grind', 'years', 'past', 'survivor', 'strong', 'sorry', 'ha', 'e', 'go', 'due', 'first', 'mammogram', 'terrify', 'small', 'kid', 'cancer', 'suck', 'thank', 'share', 'journey', 'strong', 'women']"
comment: i wish you well stay strong,"['comment', 'wish', 'well', 'stay', 'strong']"
comment: say hello from bali island indonesiadelia keep fighting and convince yourself that you can do ithod blessing you,"['comment', 'say', 'hello', 'bali', 'island', 'indonesiadelia', 'keep', 'fight', 'convince', 'ithod', 'bless']"
comment: delia you are the most beautiful woman inside and out i can see that you have a heart of gold you are so strong and you’ve got this you can do hard things so much love and prayers for the both of you  i hope to meet you one day i live in gilbert az i hope we can meet one day,"['comment', 'delia', 'beautiful', 'woman', 'inside', 'see', 'heart', 'gold', 'strong', 'get', 'hard', 'things', 'much', 'love', 'prayers', 'hope', 'meet', 'one', 'day', 'live', 'gilbert', 'az', 'hope', 'meet', 'one', 'day']"
comment: praying for you both through this journey your doing amazing thank your sharing it with us  you will live the life you deserve d  d xoxo,"['comment', 'pray', 'journey', 'amaze', 'thank', 'share', 'us', 'live', 'life', 'deserve', 'xoxo']"
comment: you are so strong  love the love you have for each other,"['comment', 'strong', 'love', 'love']"
comment: thoughts and prayers delia gotta a lil teared up watching as i was going through the same thing last year stay strong keep that mind strong your doing fantastic,"['comment', 'thoughts', 'prayers', 'delia', 'get', 'ta', 'lil', 'tear', 'watch', 'go', 'thing', 'last', 'year', 'stay', 'strong', 'keep', 'mind', 'strong', 'fantastic']"
comment: thank you for sharing your story delia and dylan its so brave of you both  the video brought back so many memories  the most important memory was the support from family friends acquaintances and strangers  lean on their support delia it makes such a difference  i will keep you your husband your family and your friends in my thoughts and prayers  one day you will look back at this journey like i am today as a survivor  stay strong my friend,"['comment', 'thank', 'share', 'story', 'delia', 'dylan', 'brave', 'video', 'bring', 'back', 'many', 'memories', 'important', 'memory', 'support', 'family', 'friends', 'acquaintances', 'strangers', 'lean', 'support', 'delia', 'make', 'difference', 'keep', 'husband', 'family', 'friends', 'thoughts', 'prayers', 'one', 'day', 'look', 'back', 'journey', 'like', 'today', 'survivor', 'stay', 'strong', 'friend']"
comment: im so sorry delia that you have to go through this stay stronge and we are praying for you both we love you guys,"['comment', 'im', 'sorry', 'delia', 'go', 'stay', 'stronge', 'pray', 'love', 'guy']"
comment: delia still so stunning  polite to the staff constantly thanking them🥰 you got this delia what a loving husband you have prayers sent your way,"['comment', 'delia', 'still', 'stun', 'polite', 'staff', 'constantly', 'thank', 'get', 'delia', 'love', 'husband', 'prayers', 'send', 'way']"
comment: you are an amazing woman strong positive brave and just beautiful sending lots of prayers as you conquer this difficult challenge thank you so much for sharing your journey with us,"['comment', 'amaze', 'woman', 'strong', 'positive', 'brave', 'beautiful', 'send', 'lot', 'prayers', 'conquer', 'difficult', 'challenge', 'thank', 'much', 'share', 'journey', 'us']"
comment: delia you are so strong you inspire many people and i pray for a healing and a smooth recovery god bless you and dylan,"['comment', 'delia', 'strong', 'inspire', 'many', 'people', 'pray', 'heal', 'smooth', 'recovery', 'god', 'bless', 'dylan']"
comment: dylan  delia,"['comment', 'dylan', 'delia']"
comment: your a strong women who’s smile is so bright   stay strong  prayers to you,"['comment', 'strong', 'women', 'smile', 'bright', 'stay', 'strong', 'prayers']"
comment: your such a beauty inside and out,"['comment', 'beauty', 'inside']"
comment: going strong  girly,"['comment', 'go', 'strong', 'girly']"
comment: heavenly father please guide and strengthen delia along this journey thank you for sharing with us we are all rooting for you you are so strong,"['comment', 'heavenly', 'father', 'please', 'guide', 'strengthen', 'delia', 'along', 'journey', 'thank', 'share', 'us', 'root', 'strong']"
comment: praying for you you are so strong you got this,"['comment', 'pray', 'strong', 'get']"
comment: i really appreciate how vulnerable you are with sharing your journey doing cancer treatments i’m taking notes because i want to be as brave and strong as you have been if i should ever need to go through cancer treatment thank you i just got home from utah and i was so close to your neck of the woods beautiful state and i really enjoyed arches canyonlands did a lot of hiking so amazing and wonderful to stand in awe of god’s creation we also went to park city  and had a blast at olympic park  please know you are in my thoughts and prayers and that i’ve asked the lord to give you continued strength and healing i mean…the advancement in treatment is amazing you are helping so many people through these videos  sending hugs 🤗 to the cutest couple,"['comment', 'really', 'appreciate', 'vulnerable', 'share', 'journey', 'cancer', 'treatments', 'take', 'note', 'want', 'brave', 'strong', 'ever', 'need', 'go', 'cancer', 'treatment', 'thank', 'get', 'home', 'utah', 'close', 'neck', 'woods', 'beautiful', 'state', 'really', 'enjoy', 'arch', 'canyonlands', 'lot', 'hike', 'amaze', 'wonderful', 'stand', 'awe', 'god', 'creation', 'also', 'go', 'park', 'city', 'blast', 'olympic', 'park', 'please', 'know', 'thoughts', 'prayers', 'ask', 'lord', 'give', 'continue', 'strength', 'heal', 'advancement', 'treatment', 'amaze', 'help', 'many', 'people', 'videos', 'send', 'hug', 'cutest', 'couple']"
comment: god bless you,"['comment', 'god', 'bless']"
comment: i’m so very sorry that you’re going through this i pray that the great god of heaven will heal you and restore your body and add years to your lifejesus loves youbelieve god,"['comment', 'sorry', 'go', 'pray', 'great', 'god', 'heaven', 'heal', 'restore', 'body', 'add', 'years', 'lifejesus', 'love', 'youbelieve', 'god']"
comment: dylan,"['comment', 'dylan']"
comment: god bless you sweetheart,"['comment', 'god', 'bless', 'sweetheart']"
"comment: your positivity and spirit are so beautiful im so so sorry to watch you go through all this challenge 
you are a light wishing you  complete healing and strength so happy your husband got to go with you","['comment', 'positivity', 'spirit', 'beautiful', 'im', 'sorry', 'watch', 'go', 'challenge', 'light', 'wish', 'complete', 'heal', 'strength', 'happy', 'husband', 'get', 'go']"
comment: dylan and delia you are both so brave and courageous your lives are so inspiring and a great testimony of your faith through your difficult circumstances you will bring many to see the light thank you for sharing your story despite all he will never leave you nor forsake you,"['comment', 'dylan', 'delia', 'brave', 'courageous', 'live', 'inspire', 'great', 'testimony', 'faith', 'difficult', 'circumstances', 'bring', 'many', 'see', 'light', 'thank', 'share', 'story', 'despite', 'never', 'leave', 'forsake']"
comment: delia you are a verygood example for all   wish you get the best treatment and recover soonstay strong,"['comment', 'delia', 'verygood', 'example', 'wish', 'get', 'best', 'treatment', 'recover', 'soonstay', 'strong']"
comment: delia you have been on my mind so much sending you hugs and prayers,"['comment', 'delia', 'mind', 'much', 'send', 'hug', 'prayers']"
comment: you look beautiful you got this sending love your way,"['comment', 'look', 'beautiful', 'get', 'send', 'love', 'way']"
comment: the fact that you’re excited to have a visitor with you during chemo treatments is heart wrenching you should have never had to go through a single treatment or appointment without your husband ever these restrictions are absolutely absurd and so detrimental to the mental health of millions of americans you’re strength is absolutely admirable and so encouraging you are a beautiful woman with a great support system and the are thousands of us all over the world fiercely praying for you you’ve got this delia,"['comment', 'fact', 'excite', 'visitor', 'chemo', 'treatments', 'heart', 'wrench', 'never', 'go', 'single', 'treatment', 'appointment', 'without', 'husband', 'ever', 'restrictions', 'absolutely', 'absurd', 'detrimental', 'mental', 'health', 'millions', 'americans', 'strength', 'absolutely', 'admirable', 'encourage', 'beautiful', 'woman', 'great', 'support', 'system', 'thousands', 'us', 'world', 'fiercely', 'pray', 'get', 'delia']"
comment: do you have the braca  genetic mutation,"['comment', 'braca', 'genetic', 'mutation']"
comment: did delia have a mastectomy if not would she still have to go through all the treatments she mentioned a tumorwere they not just able to remove it,"['comment', 'delia', 'mastectomy', 'would', 'still', 'go', 'treatments', 'mention', 'tumorwere', 'able', 'remove']"
"comment: this is my duaa for you 
اللهم اشفها شفاء لا يغادر سقما وارزقها الصحة والعافية يا رحمان يا رحيم
i did pass a lot for almost  years i was almost leaving in the hospitals just be positive god bless you you will forget all this moment","['comment', 'duaa', 'اللهم', 'اشفها', 'شفاء', 'لا', 'يغادر', 'سقما', 'وارزقها', 'الصحة', 'والعافية', 'يا', 'رحمان', 'يا', 'رحيم', 'pass', 'lot', 'almost', 'years', 'almost', 'leave', 'hospitals', 'positive', 'god', 'bless', 'forget', 'moment']"
"comment: continued prayers 
luv y’all 🥰","['comment', 'continue', 'prayers', 'luv']"
comment: been thinking of you both dylia your going to make  it hugs praying all the time for you both,"['comment', 'think', 'dylia', 'go', 'make', 'hug', 'pray', 'time']"
comment: sending special prayers to you delia may god and all his beautiful angels watch and protect you always🤍 you are such a expiration to the world 🤍,"['comment', 'send', 'special', 'prayers', 'delia', 'may', 'god', 'beautiful', 'angels', 'watch', 'protect', 'expiration', 'world']"
comment: to delia the cancer survivor thank you for sharing your journey with us i had no idea you have dylan your family and all us us praying for you to be strong and healthytake care 🥰,"['comment', 'delia', 'cancer', 'survivor', 'thank', 'share', 'journey', 'us', 'idea', 'dylan', 'family', 'us', 'us', 'pray', 'strong', 'healthytake', 'care']"
comment: god bless you mr and mrs chatwin sending prayers for your healing,"['comment', 'god', 'bless', 'mr', 'mrs', 'chatwin', 'send', 'prayers', 'heal']"
comment: continued prayers lifted not all heroes wear capes dear,"['comment', 'continue', 'prayers', 'lift', 'heroes', 'wear', 'cap', 'dear']"
comment: god bless youmy prayers are with you are you getting support from both sides of your families i know it all helps to have family around you are strong and god is faithful,"['comment', 'god', 'bless', 'youmy', 'prayers', 'get', 'support', 'side', 'families', 'know', 'help', 'family', 'around', 'strong', 'god', 'faithful']"
comment: she is just the sweetest angel baby love her so much,"['comment', 'sweetest', 'angel', 'baby', 'love', 'much']"
comment: my rockstar girl there’s nothing you can’t do,"['comment', 'rockstar', 'girl', 'nothing']"
comment: stay strong and hope you recover quickly,"['comment', 'stay', 'strong', 'hope', 'recover', 'quickly']"
comment: delia you are beautiful inside and out,"['comment', 'delia', 'beautiful', 'inside']"
comment: delia keeping you in my prayers,"['comment', 'delia', 'keep', 'prayers']"
comment: you are an inspiration  praying for healing  you are beautiful inside and out  so strong  hugs,"['comment', 'inspiration', 'pray', 'heal', 'beautiful', 'inside', 'strong', 'hug']"
comment: i’m so sorry sweetie big hugs and prayers,"['comment', 'sorry', 'sweetie', 'big', 'hug', 'prayers']"
comment: you are brave and so strong,"['comment', 'brave', 'strong']"
comment: thank you for sharing such a personal journey  im not sure i ever could  i know your videos will help others stay strong and keep fighting the fight keep your head up and only down when you pray we love you guys,"['comment', 'thank', 'share', 'personal', 'journey', 'im', 'sure', 'ever', 'could', 'know', 'videos', 'help', 'others', 'stay', 'strong', 'keep', 'fight', 'fight', 'keep', 'head', 'pray', 'love', 'guy']"
comment: you’re so strong xo you can fight this girl,"['comment', 'strong', 'xo', 'fight', 'girl']"
comment: the red devil is the worst chemo wow she strongsad,"['comment', 'red', 'devil', 'worst', 'chemo', 'wow', 'strongsad']"
comment: you got this delia,"['comment', 'get', 'delia']"
comment: youre such a strong beautiful woman inside and out i know youre going to beat this,"['comment', 'youre', 'strong', 'beautiful', 'woman', 'inside', 'know', 'youre', 'go', 'beat']"
comment: i know that saline taste from some heart tests i had to have and it is nasty completely agree with you 🤢,"['comment', 'know', 'saline', 'taste', 'heart', 'test', 'nasty', 'completely', 'agree']"
comment: please share info regarding your wigwigs… i’m having same treatment as you and my hair started coming out before my second treatment,"['comment', 'please', 'share', 'info', 'regard', 'treatment', 'hair', 'start', 'come', 'second', 'treatment']"
comment: i know what your going thru beast cancer  yr ago red devil sucks i was always so tired  glad you have so much energy,"['comment', 'know', 'go', 'thru', 'beast', 'cancer', 'yr', 'ago', 'red', 'devil', 'suck', 'always', 'tire', 'glad', 'much', 'energy']"
comment: im just watching this video in awe of your positivity energy and joie de vie you are truly an inspiration i am sending love and will pray for you fuckcancer,"['comment', 'im', 'watch', 'video', 'awe', 'positivity', 'energy', 'joie', 'de', 'vie', 'truly', 'inspiration', 'send', 'love', 'pray', 'fuckcancer']"
comment: you are so brave and beautiful warrior delia,"['comment', 'brave', 'beautiful', 'warrior', 'delia']"
comment: you are so strong and positive know that i lift you up in prayer every single day your a warrior and you will beat this great big massive hug sis you’ve got this,"['comment', 'strong', 'positive', 'know', 'lift', 'prayer', 'every', 'single', 'day', 'warrior', 'beat', 'great', 'big', 'massive', 'hug', 'sis', 'get']"
comment: sending love a prayers,"['comment', 'send', 'love', 'prayers']"
comment: i felt very overwhelmed watching you go through this delia  i also felt your strength and your courage  you are so brave  i am glad you are going down now in how many left of chemo  and then on to the next   sending lots of love and positive energy your way delia,"['comment', 'felt', 'overwhelm', 'watch', 'go', 'delia', 'also', 'felt', 'strength', 'courage', 'brave', 'glad', 'go', 'many', 'leave', 'chemo', 'next', 'send', 'lot', 'love', 'positive', 'energy', 'way', 'delia']"
comment: you are amazingly positive  ‘it is what it is’ is what got me through my breast cancer journey i am  years in remission now sending you love and positive vibes as you continue your journey xx,"['comment', 'amazingly', 'positive', 'get', 'breast', 'cancer', 'journey', 'years', 'remission', 'send', 'love', 'positive', 'vibes', 'continue', 'journey', 'xx']"
comment: i am here bawling i am stage  berkitts lymphoma survivor i had the red devil several times this is bringing back so much memories i bless you and pray and call the name of jesus to heal you,"['comment', 'bawl', 'stage', 'berkitts', 'lymphoma', 'survivor', 'red', 'devil', 'several', 'time', 'bring', 'back', 'much', 'memories', 'bless', 'pray', 'call', 'name', 'jesus', 'heal']"
comment: dear deila you are so strong and brave i cant not put it into words how  bad im feeling for you and you are the most gravies person ever i know and god bless you and keep you forever in our hearts and prayers,"['comment', 'dear', 'deila', 'strong', 'brave', 'cant', 'put', 'word', 'bad', 'im', 'feel', 'gravies', 'person', 'ever', 'know', 'god', 'bless', 'keep', 'forever', 'hearts', 'prayers']"
comment: i work in a hospital and i’ve actually compounded both of those chemo meds we double gown double glove and wear an n mask also it has to be made in a specific compounding hood to protect us we also use special compounding pieces to keep any like “fumes” from coming out it’s a crazy process i can’t imagine what it’s like receiving the chemo you are such a beautiful woman and so strong,"['comment', 'work', 'hospital', 'actually', 'compound', 'chemo', 'meds', 'double', 'gown', 'double', 'glove', 'wear', 'n', 'mask', 'also', 'make', 'specific', 'compound', 'hood', 'protect', 'us', 'also', 'use', 'special', 'compound', 'piece', 'keep', 'like', 'fume', 'come', 'crazy', 'process', 'imagine', 'like', 'receive', 'chemo', 'beautiful', 'woman', 'strong']"
comment: you are amazing continued prayers are with you and you will beat this,"['comment', 'amaze', 'continue', 'prayers', 'beat']"
comment: love you delia i’m cancer free  from,"['comment', 'love', 'delia', 'cancer', 'free']"
"comment: love you guy’s 

 praying for you","['comment', 'love', 'guy', 'pray']"
comment: i just stumbled on your videos and wish you the best with your treatments   you are strong  brave to share your story  i will keep you in my prayers,"['comment', 'stumble', 'videos', 'wish', 'best', 'treatments', 'strong', 'brave', 'share', 'story', 'keep', 'prayers']"
comment: so good to see an update from you delia my thoughts  prayers are always with you youve got this girl,"['comment', 'good', 'see', 'update', 'delia', 'thoughts', 'prayers', 'always', 'youve', 'get', 'girl']"
comment: a real trooper,"['comment', 'real', 'trooper']"
comment: wow you are so amazing thank you for sharing you are helping more people than you knowlove you sweet girl your hair is gorgeous how exciting that you were able to not lose her,"['comment', 'wow', 'amaze', 'thank', 'share', 'help', 'people', 'knowlove', 'sweet', 'girl', 'hair', 'gorgeous', 'excite', 'able', 'lose']"
comment: praying for recovery  stay strong,"['comment', 'pray', 'recovery', 'stay', 'strong']"
comment: keep strong pretty woman,"['comment', 'keep', 'strong', 'pretty', 'woman']"
comment: what a fighter you are you should be so proud of yourself for showing us the most uncomfortable and vulnerable parts of this journey with so much grace im proud of you delia for being strong willed and always smiling that beautiful smile through it all this video can give hope and encouragement for someone going through this too my prayers are always with you and may god continue to watch over you im sending you and dylan love and hugs you are amazing xoxoxo,"['comment', 'fighter', 'proud', 'show', 'us', 'uncomfortable', 'vulnerable', 'part', 'journey', 'much', 'grace', 'im', 'proud', 'delia', 'strong', 'will', 'always', 'smile', 'beautiful', 'smile', 'video', 'give', 'hope', 'encouragement', 'someone', 'go', 'prayers', 'always', 'may', 'god', 'continue', 'watch', 'im', 'send', 'dylan', 'love', 'hug', 'amaze', 'xoxoxo']"
comment: dont give up delia you are strong woman,"['comment', 'dont', 'give', 'delia', 'strong', 'woman']"
comment: stay strong we love you keep fighting,"['comment', 'stay', 'strong', 'love', 'keep', 'fight']"
comment: praying for you and your husband i can not even imagine you can do this,"['comment', 'pray', 'husband', 'even', 'imagine']"
comment: my prayers are with you,"['comment', 'prayers']"
comment: keeping you in my prayers delia,"['comment', 'keep', 'prayers', 'delia']"
comment: you are so dang strong i have been watching your videos and feel the spirit  your strength and courage radiate through you  you could have a much different attitude then you do and you are down right incredible keep fighting the good fight,"['comment', 'dang', 'strong', 'watch', 'videos', 'feel', 'spirit', 'strength', 'courage', 'radiate', 'could', 'much', 'different', 'attitude', 'right', 'incredible', 'keep', 'fight', 'good', 'fight']"
comment: ,['comment']
comment: sending you tons of love delia,"['comment', 'send', 'tons', 'love', 'delia']"
comment: i am  fighting chronic leukemia we will beat this we are survivors  i wish you the best let’s kick cancers ass,"['comment', 'fight', 'chronic', 'leukemia', 'beat', 'survivors', 'wish', 'best', 'let', 'kick', 'cancers', 'ass']"
comment: as i watched this i cried it’s so hard to understand the struggles we are put thru but you are such a strong woman showing grace and love and truly such a blessing thank you for opening up your life to show us your journey i go in for testing on friday for suspicious lump i will continue to pray for your healing and for gods richest blessings on you both,"['comment', 'watch', 'cry', 'hard', 'understand', 'struggle', 'put', 'thru', 'strong', 'woman', 'show', 'grace', 'love', 'truly', 'bless', 'thank', 'open', 'life', 'show', 'us', 'journey', 'go', 'test', 'friday', 'suspicious', 'lump', 'continue', 'pray', 'heal', 'gods', 'richest', 'bless']"
comment: the ribbon tree is beautiful you got this girl…praying for your sweet soul,"['comment', 'ribbon', 'tree', 'beautiful', 'get', 'sweet', 'soul']"
comment: sending hugs and prayers to you both,"['comment', 'send', 'hug', 'prayers']"
comment: hey delia you got this im a  yr bc survivor the saline tastes horrible,"['comment', 'hey', 'delia', 'get', 'im', 'yr', 'bc', 'survivor', 'saline', 'taste', 'horrible']"
comment: i just want you to know that i pray for you and hope the cancer goes away,"['comment', 'want', 'know', 'pray', 'hope', 'cancer', 'go', 'away']"
comment: god bless you beautiful delia,"['comment', 'god', 'bless', 'beautiful', 'delia']"
comment: hang tuff sweetieyour doing great,"['comment', 'hang', 'tuff', 'sweetieyour', 'great']"
comment: what a trooper sending hugs  prayers your way 🤗,"['comment', 'trooper', 'send', 'hug', 'prayers', 'way']"
comment: i am in awe of you  i dont even know you and i am so very proud of you,"['comment', 'awe', 'dont', 'even', 'know', 'proud']"
comment: you are strong and can beat this your positivity will get you through this praying for you,"['comment', 'strong', 'beat', 'positivity', 'get', 'pray']"
comment: keep fighting  prayers for you all   i cannot imagine having to go thru chemo alone  you are a warrior,"['comment', 'keep', 'fight', 'prayers', 'imagine', 'go', 'thru', 'chemo', 'alone', 'warrior']"
comment: praying for you both please beat breast cancers butt,"['comment', 'pray', 'please', 'beat', 'breast', 'cancers', 'butt']"
comment: you are such a strong inspirational young woman bless you,"['comment', 'strong', 'inspirational', 'young', 'woman', 'bless']"
comment: i am so sad watching this im so sorry you have to go threw something so difficult i have had a little dealings with cancer myself much love to you both,"['comment', 'sad', 'watch', 'im', 'sorry', 'go', 'throw', 'something', 'difficult', 'little', 'deal', 'cancer', 'much', 'love']"
comment: love to you dylan and delia,"['comment', 'love', 'dylan', 'delia']"
comment: ,['comment']
comment: omg no im so sorry this is absolutely devastating all my prayers i wish you nothing but the best all the positive vibes your ways,"['comment', 'omg', 'im', 'sorry', 'absolutely', 'devastate', 'prayers', 'wish', 'nothing', 'best', 'positive', 'vibes', 'ways']"
comment: ,['comment']
comment: you are amazingly strong and when you are not we are here to boost you up,"['comment', 'amazingly', 'strong', 'boost']"
comment: prayers for you both,"['comment', 'prayers']"
comment: you are so positive and strong you got this,"['comment', 'positive', 'strong', 'get']"
comment: when he fell 🤣,"['comment', 'fell']"
comment: i had this exact cancer stage negative  which means it was already resilient to  types of chemo it was a hard battle hats of to you lady your beautiful your stronger than you know,"['comment', 'exact', 'cancer', 'stage', 'negative', 'mean', 'already', 'resilient', 'type', 'chemo', 'hard', 'battle', 'hat', 'lady', 'beautiful', 'stronger', 'know']"
comment: hahaha that tshirt is the best,"['comment', 'hahaha', 'tshirt', 'best']"
comment: omg i can’t even touch my own feet without it tickling you’re doing incredible so proud of you,"['comment', 'omg', 'even', 'touch', 'feet', 'without', 'tickle', 'incredible', 'proud']"
comment: stay strong delia you are awesome,"['comment', 'stay', 'strong', 'delia', 'awesome']"
"comment: best luck to you
you remind me so much of your sisterinlaw  im sure you have herd that before","['comment', 'best', 'luck', 'remind', 'much', 'sisterinlaw', 'im', 'sure', 'herd']"
comment: just watched your video cant imagine what you are going through i guess its to prove how strong you can be,"['comment', 'watch', 'video', 'cant', 'imagine', 'go', 'guess', 'prove', 'strong']"
comment: thank you for doing this video delia and dylan,"['comment', 'thank', 'video', 'delia', 'dylan']"
comment: i am constantly in aw of your inner and outer beauty both equally breathtaking,"['comment', 'constantly', 'aw', 'inner', 'outer', 'beauty', 'equally', 'breathtaking']"
comment: thank you for sharing your journey you are very brave,"['comment', 'thank', 'share', 'journey', 'brave']"
comment: hugs lots of prayers,"['comment', 'hug', 'lot', 'prayers']"
comment: love and respect for you,"['comment', 'love', 'respect']"
comment: canker sores are a sign of an allergic reaction  that’s how i find out which meds i was allergic too also just so you know  i hope you beat this,"['comment', 'canker', 'sores', 'sign', 'allergic', 'reaction', 'find', 'meds', 'allergic', 'also', 'know', 'hope', 'beat']"
comment: every time i watch these videos from you i just cry and pray for you you are the sweetest most beautiful soul… and i wish and hope this is all done for you so soon… 🤍🤍🤍,"['comment', 'every', 'time', 'watch', 'videos', 'cry', 'pray', 'sweetest', 'beautiful', 'wish', 'hope', 'do']"
comment: continued prayers and much love,"['comment', 'continue', 'prayers', 'much', 'love']"
comment: you are unbelievably brave and strong delia keep putting one foot in front of the otherlove from australia,"['comment', 'unbelievably', 'brave', 'strong', 'delia', 'keep', 'put', 'one', 'foot', 'front', 'otherlove', 'australia']"
comment: delia you are absolutely amazing and such an inspiration by sharing your story you are educating all of us you look wonderful and strong as you go through your treatments and you have such a great attitude i know you are doing great and will beat cancer but i send my prayers too bless you,"['comment', 'delia', 'absolutely', 'amaze', 'inspiration', 'share', 'story', 'educate', 'us', 'look', 'wonderful', 'strong', 'go', 'treatments', 'great', 'attitude', 'know', 'great', 'beat', 'cancer', 'send', 'prayers', 'bless']"
comment: praying for you  you are so strong,"['comment', 'pray', 'strong']"
comment: your husband is right you are a champ prayers and blessings,"['comment', 'husband', 'right', 'champ', 'prayers', 'bless']"
comment: you are beautiful strong and may everything goes great for you god bless,"['comment', 'beautiful', 'strong', 'may', 'everything', 'go', 'great', 'god', 'bless']"
comment: father your word states notverbatim when the twos and threes are gathered god is in the midst continue to be with delia and throughout her entire body bring  solerestoration of delias body with lifeand life more abundantly to her entire body and being i thankyou for the people in her lifeyour angelsthat are also working to help achieve that restoration protect them and be with them as wellin your precious and most powerful name amen,"['comment', 'father', 'word', 'state', 'notverbatim', 'twos', 'threes', 'gather', 'god', 'midst', 'continue', 'delia', 'throughout', 'entire', 'body', 'bring', 'solerestoration', 'delias', 'body', 'lifeand', 'life', 'abundantly', 'entire', 'body', 'thankyou', 'people', 'lifeyour', 'angelsthat', 'also', 'work', 'help', 'achieve', 'restoration', 'protect', 'wellin', 'precious', 'powerful', 'name', 'amen']"
comment: you are so strong and have a positive attitude i am praying for you thank you for sharing your story you got this,"['comment', 'strong', 'positive', 'attitude', 'pray', 'thank', 'share', 'story', 'get']"
comment: such a strong and beautiful lady yall r awesome,"['comment', 'strong', 'beautiful', 'lady', 'yall', 'r', 'awesome']"
comment: i have a port when they flush it chew on some gum or a mint it helps,"['comment', 'port', 'flush', 'chew', 'gum', 'mint', 'help']"
comment: delia you are a trooper your positivity shines bright and i know you will get through this this is a disease that is close and near to my heart my sister lost her battle  years ago my heart breaks watching you go through this but i know you got this  i pray the good lord will be your strength and rock,"['comment', 'delia', 'trooper', 'positivity', 'shin', 'bright', 'know', 'get', 'disease', 'close', 'near', 'heart', 'sister', 'lose', 'battle', 'years', 'ago', 'heart', 'break', 'watch', 'go', 'know', 'get', 'pray', 'good', 'lord', 'strength', 'rock']"
comment: you have such a sweet spirit good bless you,"['comment', 'sweet', 'spirit', 'good', 'bless']"
comment: praying for you as you undergo the treatments that will help you get rid of cancer…for comfort healing and victory over this disease,"['comment', 'pray', 'undergo', 'treatments', 'help', 'get', 'rid', 'comfort', 'heal', 'victory', 'disease']"
comment: delia you are  a companion and a woman that is so beautiful and very strong through this difficult time and you got this nasty cancer with all this goodness to fight it off your a pro girl and you got this,"['comment', 'delia', 'companion', 'woman', 'beautiful', 'strong', 'difficult', 'time', 'get', 'nasty', 'cancer', 'goodness', 'fight', 'pro', 'girl', 'get']"
comment: i wish you all that you wish for yourself my dad had chemotherapy for cll  leukaemia he’s still a fucking nuisance  years later thank god,"['comment', 'wish', 'wish', 'dad', 'chemotherapy', 'cll', 'leukaemia', 'still', 'fuck', 'nuisance', 'years', 'later', 'thank', 'god']"
comment: think of you often and keeping you in my prayers,"['comment', 'think', 'often', 'keep', 'prayers']"
comment: you are amazing  brave loving kind and strong  you are an inspiration   thank you  you are in many prayers  may you find the love and peace from our heavenly father,"['comment', 'amaze', 'brave', 'love', 'kind', 'strong', 'inspiration', 'thank', 'many', 'prayers', 'may', 'find', 'love', 'peace', 'heavenly', 'father']"
comment: wah,"['comment', 'wah']"
comment: you are truely amazing thank you for allowing us to travel with you through this journey you are strong you are brave you are a survivor every day you stand up and take on the cancer you are a winner you are the light the love and the blessing be safe stay strong and may the all of the love thoughts and prayers from your yoytube family keep you protected and supported,"['comment', 'truely', 'amaze', 'thank', 'allow', 'us', 'travel', 'journey', 'strong', 'brave', 'survivor', 'every', 'day', 'stand', 'take', 'cancer', 'winner', 'light', 'love', 'bless', 'safe', 'stay', 'strong', 'may', 'love', 'thoughts', 'prayers', 'yoytube', 'family', 'keep', 'protect', 'support']"
comment: delia is one of a kind  what a literal angel,"['comment', 'delia', 'one', 'kind', 'literal', 'angel']"
